Korean Word,Emotion,Emotion-Intensity-Score
붙잡다,anticipation,0.328
처분,anticipation,0.32
자세히 보다,anticipation,0.32
미성숙,anticipation,0.32
중재인,anticipation,0.32
정격,anticipation,0.32
후미,anticipation,0.32
영아 살해,anticipation,0.32
외륜,anticipation,0.32
무게,anticipation,0.32
팬시한,anticipation,0.32
예방법,anticipation,0.32
널리 알려지지 않은,anticipation,0.312
교회,anticipation,0.312
나팔,anticipation,0.312
암울한,anticipation,0.312
부정,anticipation,0.312
분석자,anticipation,0.312
사법,anticipation,0.305
사제직,anticipation,0.305
현측,anticipation,0.305
밀,anticipation,0.305
당황,anticipation,0.297
캡,anticipation,0.297
열전대,anticipation,0.297
지류,anticipation,0.297
강사,anticipation,0.297
피로,anticipation,0.297
타액,anticipation,0.297
백내장,anticipation,0.289
회로망,anticipation,0.289
챙,anticipation,0.289
걸쇠,anticipation,0.289
습관,anticipation,0.289
구애,anticipation,0.289
신중한,anticipation,0.289
비준수,anticipation,0.289
타박상,anticipation,0.289
노숙자,anticipation,0.289
천문학자,anticipation,0.281
비뚤어진,anticipation,0.281
이웃,anticipation,0.281
신성한 것,anticipation,0.273
악마,anticipation,0.273
피켓,anticipation,0.273
문장,anticipation,0.273
숨어있는,anticipation,0.273
크림,anticipation,0.273
미숙,anticipation,0.273
습관적인,anticipation,0.266
수신,anticipation,0.266
이웃,anticipation,0.266
달래다,anticipation,0.266
안녕,anticipation,0.258
무게,anticipation,0.258
오르간,anticipation,0.25
시골뜨기,anticipation,0.25
전완,anticipation,0.25
평범한,anticipation,0.242
인용하다,anticipation,0.242
레일,anticipation,0.234
절대권,anticipation,0.234
밟아 돌리는 바퀴,anticipation,0.234
판자,anticipation,0.234
나무,anticipation,0.227
해시계,anticipation,0.227
마비,anticipation,0.211
시멘트,anticipation,0.203
벌레,anticipation,0.203
조직,anticipation,0.203
보온재,anticipation,0.18
중립적,anticipation,0.148
식인 풍습,disgust,0.953
절단,disgust,0.93
방해,disgust,0.914
근친 상간,disgust,0.914
강간,disgust,0.906
임질,disgust,0.906
식인종,disgust,0.898
썩음,disgust,0.891
시체,disgust,0.883
대학살,disgust,0.883
배설물,disgust,0.883
바프,disgust,0.875
학살,disgust,0.875
도살장,disgust,0.867
근친상간,disgust,0.859
하수 설비,disgust,0.859
오물,disgust,0.859
편협한,disgust,0.859
썩은,disgust,0.859
침입,disgust,0.852
역병,disgust,0.852
대학살,disgust,0.852
피에 굶주린,disgust,0.852
썩어가는,disgust,0.844
대변,disgust,0.844
변덕,disgust,0.844
대변,disgust,0.844
살인,disgust,0.839
항문,disgust,0.836
살인,disgust,0.836
노예,disgust,0.836
영아 살해,disgust,0.836
이상의,disgust,0.828
배설,disgust,0.828
핏덩어리,disgust,0.828
도살,disgust,0.828
고문,disgust,0.828
오염시키다,disgust,0.821
역겨운,disgust,0.82
피투성이,disgust,0.82
똥,disgust,0.82
테러리스트,disgust,0.82
살인자,disgust,0.82
지겨운,disgust,0.82
비료,disgust,0.82
변태,disgust,0.82
설사,disgust,0.82
그로테스크한,disgust,0.82
신성 모독,disgust,0.82
대변,disgust,0.812
노예 제도,disgust,0.812
하수,disgust,0.812
시체,disgust,0.812
살인,disgust,0.812
절단,disgust,0.812
토하다,disgust,0.812
변태,disgust,0.805
혐오스러운,disgust,0.805
출혈,disgust,0.805
하수 오물,disgust,0.797
불결한,disgust,0.797
병든,disgust,0.797
타락,disgust,0.797
시체,disgust,0.795
분해하다,disgust,0.789
소름 끼치는,disgust,0.789
훼손된,disgust,0.789
구토,disgust,0.789
수포진,disgust,0.789
부패,disgust,0.789
똥,disgust,0.789
해충,disgust,0.789
살인적인,disgust,0.789
기생물,disgust,0.789
무서운,disgust,0.789
대학살,disgust,0.781
말라리아,disgust,0.781
더러운 것,disgust,0.781
공허,disgust,0.781
역병,disgust,0.781
쓰레기,disgust,0.781
기괴,disgust,0.781
기분 나쁜,disgust,0.773
독성,disgust,0.773
거만,disgust,0.773
고름,disgust,0.773
헤르페스 바이러스,disgust,0.773
나병,disgust,0.773
교활한,disgust,0.773
잔혹한,disgust,0.766
역류,disgust,0.766
탄저병,disgust,0.766
외국인 혐오증,disgust,0.766
모순,disgust,0.766
사형,disgust,0.766
격변,disgust,0.766
매춘부,disgust,0.766
해부,disgust,0.759
점액,disgust,0.758
구강 궤양,disgust,0.758
빈민굴,disgust,0.758
전염성,disgust,0.758
사악한,disgust,0.758
담,disgust,0.758
잔학,disgust,0.758
곡해,disgust,0.758
불길한,disgust,0.75
거머리,disgust,0.75
부패,disgust,0.75
분해,disgust,0.75
질색,disgust,0.742
냄새나는,disgust,0.742
담즙,disgust,0.742
악마 같은,disgust,0.742
미친,disgust,0.742
혐오,disgust,0.742
더러워진,disgust,0.742
점액,disgust,0.742
부패물,disgust,0.742
역겹다,disgust,0.742
악마,disgust,0.742
암,disgust,0.734
뚱뚱한,disgust,0.734
퇴화,disgust,0.734
비열한,disgust,0.734
포악,disgust,0.734
반칙,disgust,0.734
싫증 나게 하다,disgust,0.734
큰 시련,disgust,0.734
테러,disgust,0.734
반발,disgust,0.727
병적 상태,disgust,0.727
이질,disgust,0.727
관장,disgust,0.727
박테리아,disgust,0.727
더러운,disgust,0.727
간통,disgust,0.727
오염,disgust,0.727
소름 끼치게 하는,disgust,0.727
악마 같은,disgust,0.727
검시,disgust,0.719
야만인 같은,disgust,0.719
저속한,disgust,0.719
내장,disgust,0.719
싫음,disgust,0.719
음란,disgust,0.719
쓰레기,disgust,0.719
창자,disgust,0.719
쓰레기,disgust,0.719
악화,disgust,0.719
전염병,disgust,0.719
나쁜,disgust,0.719
기형,disgust,0.719
날카로운,disgust,0.719
역겨운,disgust,0.719
유혈,disgust,0.714
개그,disgust,0.711
오염시키다,disgust,0.711
메스꺼움,disgust,0.711
폭군,disgust,0.711
비참한,disgust,0.711
고행,disgust,0.711
폭력적인,disgust,0.711
중독된,disgust,0.711
욕지기 나다,disgust,0.703
불쾌한,disgust,0.703
더듬다,disgust,0.703
암캐,disgust,0.703
끔찍한,disgust,0.703
역겨운,disgust,0.703
타락한,disgust,0.703
포르노,disgust,0.703
혐오스러운,disgust,0.703
속악,disgust,0.703
유해한,disgust,0.703
때,disgust,0.703
변비,disgust,0.703
분비,disgust,0.703
중독,disgust,0.703
전제국,disgust,0.703
흥역,disgust,0.696
전염성의,disgust,0.695
비만,disgust,0.695
사마귀,disgust,0.695
싫어하다,disgust,0.695
지옥 같은,disgust,0.695
찌끼,disgust,0.695
자살 충동,disgust,0.695
놈,disgust,0.695
남용,disgust,0.695
쓰레기,disgust,0.695
장의,disgust,0.695
심장사상충,disgust,0.688
습지,disgust,0.688
반역,disgust,0.688
더럽히는,disgust,0.688
흑수병,disgust,0.688
질병,disgust,0.688
맹렬한,disgust,0.688
변형,disgust,0.68
지옥,disgust,0.68
영혼 없는,disgust,0.68
콜레라,disgust,0.68
짐승 같은,disgust,0.68
적그리스도,disgust,0.68
이상한,disgust,0.68
세균,disgust,0.68
싫어하다,disgust,0.68
오염,disgust,0.68
때로 더럽혀진,disgust,0.68
혐오스러운,disgust,0.68
증오,disgust,0.68
가증하다,disgust,0.68
병,disgust,0.68
끔찍한,disgust,0.672
절대권,disgust,0.672
싫는,disgust,0.672
기름 바른,disgust,0.672
낡은,disgust,0.672
비인간적인,disgust,0.672
싫음,disgust,0.672
역겨운,disgust,0.672
운,disgust,0.67
악마,disgust,0.664
기형,disgust,0.664
메스꺼움,disgust,0.664
치명적인,disgust,0.664
돼지,disgust,0.664
차별,disgust,0.664
가증스러운,disgust,0.664
마조히즘,disgust,0.664
이교도,disgust,0.664
변소,disgust,0.656
부패,disgust,0.656
유해한,disgust,0.656
공포,disgust,0.656
극악한,disgust,0.656
박테리아,disgust,0.656
끔찍한,disgust,0.656
쓰레기,disgust,0.656
낙태,disgust,0.656
죽음,disgust,0.656
편견,disgust,0.656
독,disgust,0.656
압박,disgust,0.656
찐득찐득한 것,disgust,0.656
희생,disgust,0.656
옴,disgust,0.656
진흙,disgust,0.648
쓰레기,disgust,0.648
복수심 있는,disgust,0.648
무서운,disgust,0.648
못생긴,disgust,0.648
부도덕한,disgust,0.648
암캐,disgust,0.648
바깥채,disgust,0.648
아주 싫어함,disgust,0.648
소름 끼치는,disgust,0.641
완하제,disgust,0.641
보기 흉한,disgust,0.641
경멸적인,disgust,0.641
싸구려 기성복,disgust,0.641
부정 행위,disgust,0.641
내뿜다,disgust,0.641
여드름,disgust,0.641
범죄,disgust,0.641
외설,disgust,0.641
낭포성,disgust,0.641
악한 같은,disgust,0.641
짜증나는,disgust,0.633
곰팡이,disgust,0.633
억압적인,disgust,0.633
매춘,disgust,0.633
분비하다,disgust,0.633
궤양,disgust,0.633
쥐,disgust,0.633
편협한,disgust,0.633
가해자,disgust,0.633
최후의 날,disgust,0.633
죄 많은,disgust,0.633
굴욕적인,disgust,0.625
무서운,disgust,0.625
고통,disgust,0.625
외설,disgust,0.625
악마 같은,disgust,0.625
수치스러운,disgust,0.625
박해,disgust,0.625
경멸하는,disgust,0.625
오쟁이 진 남편,disgust,0.625
변,disgust,0.625
비겁한,disgust,0.625
죄,disgust,0.625
대식,disgust,0.625
부푼,disgust,0.625
진균류,disgust,0.625
깜짝 놀라,disgust,0.625
기저귀,disgust,0.617
악의 있는,disgust,0.617
일부다처제,disgust,0.617
사망,disgust,0.617
흰개미,disgust,0.617
지방,disgust,0.617
책략,disgust,0.617
극악한,disgust,0.617
기요틴,disgust,0.617
파상풍,disgust,0.617
약탈,disgust,0.617
딱딱한,disgust,0.617
병난,disgust,0.617
이,disgust,0.617
교살,disgust,0.617
배신,disgust,0.617
싫다,disgust,0.617
처녀,disgust,0.617
감염,disgust,0.617
맹렬히,disgust,0.609
매음굴,disgust,0.609
군침,disgust,0.609
출혈,disgust,0.609
추하게 하다,disgust,0.609
빈민가,disgust,0.609
사보타주,disgust,0.609
역겨운,disgust,0.609
혐오하다,disgust,0.609
중상,disgust,0.609
적의,disgust,0.609
곰팡내 나는,disgust,0.602
불법,disgust,0.602
추함,disgust,0.602
씻지 않은,disgust,0.602
늪,disgust,0.602
박탈,disgust,0.602
밀렵,disgust,0.602
추한 노파,disgust,0.602
신앙심 없는 사람,disgust,0.602
투옥,disgust,0.602
배신자,disgust,0.602
전광,disgust,0.602
욕지기,disgust,0.594
적의,disgust,0.594
격퇴,disgust,0.594
취한,disgust,0.594
자객,disgust,0.594
대단원,disgust,0.594
미치광이,disgust,0.594
불행,disgust,0.594
독액,disgust,0.594
푸줏간,disgust,0.594
화장실,disgust,0.594
수포,disgust,0.594
어쩐지 기분 나쁜,disgust,0.594
강타,disgust,0.594
배짱,disgust,0.594
죄인,disgust,0.594
기만적인,disgust,0.594
감염병 유행,disgust,0.594
악화,disgust,0.586
화장실,disgust,0.586
더러운,disgust,0.586
매춘부,disgust,0.586
악마,disgust,0.586
질리는,disgust,0.586
무서운,disgust,0.586
춘화,disgust,0.586
괴롭히다,disgust,0.586
비꼬는,disgust,0.578
제명,disgust,0.578
불충실한,disgust,0.578
공격,disgust,0.578
위선자,disgust,0.578
굴욕적인,disgust,0.578
절도죄,disgust,0.578
파멸적인,disgust,0.578
지체,disgust,0.578
발진,disgust,0.578
벼룩,disgust,0.578
방탕,disgust,0.578
악마,disgust,0.578
소택지,disgust,0.578
공모자,disgust,0.578
아픈,disgust,0.578
압착 롤러,disgust,0.578
개병,disgust,0.57
악명 높은,disgust,0.57
팔다,disgust,0.57
경멸하다,disgust,0.57
믿을 수 없는,disgust,0.57
억압하다,disgust,0.57
늪,disgust,0.57
지저분한,disgust,0.57
침,disgust,0.57
축축한,disgust,0.57
새끼,disgust,0.57
지독한,disgust,0.57
뱀,disgust,0.57
화장실,disgust,0.562
음란,disgust,0.562
광기,disgust,0.562
훔침,disgust,0.562
끔찍한,disgust,0.562
폭군,disgust,0.562
굴욕,disgust,0.562
뱀,disgust,0.562
묽고 싱거운,disgust,0.562
죄를 짓다,disgust,0.562
해로운,disgust,0.562
매춘부,disgust,0.562
더러운,disgust,0.562
적,disgust,0.562
대주,disgust,0.562
끔찍한,disgust,0.562
무자비한,disgust,0.562
악당,disgust,0.562
피의,disgust,0.555
연약한,disgust,0.555
추악한,disgust,0.555
짐승 같은,disgust,0.555
공모,disgust,0.555
조소,disgust,0.555
차별,disgust,0.555
매력적이지 않은,disgust,0.555
참을 수 없는,disgust,0.555
분리하다,disgust,0.555
비소,disgust,0.555
험악한,disgust,0.555
위축,disgust,0.555
수두,disgust,0.555
살해자,disgust,0.555
싫증,disgust,0.555
겁쟁이,disgust,0.555
강도,disgust,0.555
사악,disgust,0.555
저주,disgust,0.547
악의 있는,disgust,0.547
다래끼,disgust,0.547
약탈,disgust,0.547
도둑,disgust,0.547
질식,disgust,0.547
비난,disgust,0.547
해로운,disgust,0.547
중상,disgust,0.547
연옥,disgust,0.547
공격,disgust,0.547
강도,disgust,0.547
오우거,disgust,0.547
강제,disgust,0.547
수포,disgust,0.547
비참한,disgust,0.547
몹시,disgust,0.547
비웃음,disgust,0.539
탐욕스러운,disgust,0.539
덩어리,disgust,0.539
구충제,disgust,0.539
질투하는,disgust,0.539
술취한,disgust,0.539
창피,disgust,0.539
뒹굴다,disgust,0.539
지방이 많은,disgust,0.539
거짓말쟁이,disgust,0.539
투옥,disgust,0.539
나태,disgust,0.539
포기,disgust,0.539
불명예,disgust,0.539
부정,disgust,0.539
돼지,disgust,0.539
치명적인,disgust,0.536
탄,disgust,0.531
말다툼,disgust,0.531
시든,disgust,0.531
흠,disgust,0.531
수두증,disgust,0.531
수차,disgust,0.531
밀수선,disgust,0.531
괴로운,disgust,0.531
겸손,disgust,0.531
편협,disgust,0.531
신성모독,disgust,0.531
거짓말하는,disgust,0.531
교수형,disgust,0.531
장난,disgust,0.531
망가진,disgust,0.531
방해하는,disgust,0.531
분해하다,disgust,0.531
파괴적인,disgust,0.531
신경증 환자,disgust,0.531
폄하,disgust,0.523
역병,disgust,0.523
견딜 수 없기,disgust,0.523
정부,disgust,0.523
탐욕,disgust,0.523
불명예스러운,disgust,0.523
감손,disgust,0.523
쓰레기,disgust,0.523
고발,disgust,0.523
감금,disgust,0.523
비뚤어진,disgust,0.516
불명예,disgust,0.516
악취,disgust,0.516
암울한,disgust,0.516
털다,disgust,0.516
속이다,disgust,0.516
웅덩이,disgust,0.516
움츠리다,disgust,0.516
무자비한 사람,disgust,0.516
통탄 할,disgust,0.516
잔돈,disgust,0.516
근절,disgust,0.516
저하,disgust,0.516
홈통,disgust,0.516
죄수,disgust,0.516
유적,disgust,0.516
팔다,disgust,0.516
악마,disgust,0.516
가짜,disgust,0.509
맛 없는,disgust,0.508
죄인,disgust,0.508
끔찍하게,disgust,0.508
가치 없는,disgust,0.508
조잡한,disgust,0.508
섬망 상태,disgust,0.508
불치의,disgust,0.508
냄새,disgust,0.508
백치,disgust,0.508
원한,disgust,0.508
폭격,disgust,0.508
얼룩,disgust,0.508
속이다,disgust,0.508
정신 분열증,disgust,0.508
배제,disgust,0.508
얕보다,disgust,0.508
과다,disgust,0.508
재해,disgust,0.508
고통,disgust,0.508
해충,disgust,0.508
풍토병,disgust,0.508
훔침,disgust,0.5
덜어 없애다,disgust,0.5
진흙,disgust,0.5
악명 높은,disgust,0.5
비웃음,disgust,0.5
흙,disgust,0.5
외침,disgust,0.5
위반,disgust,0.5
질투,disgust,0.5
수회,disgust,0.5
논쟁,disgust,0.5
마름병,disgust,0.5
탄핵하다,disgust,0.5
신랄,disgust,0.5
금기,disgust,0.5
협박,disgust,0.5
고블린,disgust,0.5
걸쇠,disgust,0.5
사신 숭배,disgust,0.5
탐욕,disgust,0.5
불결,disgust,0.5
장황한 연설,disgust,0.5
바보,disgust,0.492
종기,disgust,0.492
비양심적인,disgust,0.492
보기 싫은,disgust,0.492
강도,disgust,0.492
유해한,disgust,0.492
난파선,disgust,0.492
경기 후퇴,disgust,0.492
협곡,disgust,0.492
곁눈,disgust,0.492
아픈,disgust,0.492
꿈틀거리다,disgust,0.492
성난,disgust,0.484
노예,disgust,0.484
엉망,disgust,0.484
기저귀,disgust,0.484
소유,disgust,0.484
견딜 수 없는,disgust,0.484
신비한,disgust,0.484
흑인 노예,disgust,0.484
혼란,disgust,0.484
폭동,disgust,0.484
미친,disgust,0.484
고통,disgust,0.484
얼룩,disgust,0.484
악의,disgust,0.484
경멸,disgust,0.484
도보 여행가,disgust,0.484
친척 편중,disgust,0.484
무례한,disgust,0.484
중상,disgust,0.484
변명의 여지가 없는,disgust,0.484
혐오,disgust,0.484
낭비,disgust,0.484
범죄자,disgust,0.484
진압,disgust,0.484
위법,disgust,0.477
음침한,disgust,0.477
범인,disgust,0.477
불쾌한,disgust,0.477
바람,disgust,0.477
적대적인,disgust,0.477
불쌍한,disgust,0.477
무관심,disgust,0.477
억압,disgust,0.477
부도덕,disgust,0.477
조롱,disgust,0.477
격분,disgust,0.469
조롱,disgust,0.469
빠지다,disgust,0.469
기침,disgust,0.469
오만한,disgust,0.469
화난,disgust,0.469
빈곤,disgust,0.469
창살,disgust,0.469
생생한,disgust,0.469
악화,disgust,0.469
싫은,disgust,0.469
발한,disgust,0.469
추방,disgust,0.469
맹렬한,disgust,0.469
재생 모직물,disgust,0.469
반시,disgust,0.469
속이다,disgust,0.461
바보,disgust,0.461
돌팔이 의사,disgust,0.461
비뚤어진,disgust,0.461
거미,disgust,0.461
정당화할 수 없는,disgust,0.461
개탄하다,disgust,0.461
가짜,disgust,0.461
파멸,disgust,0.461
흐린,disgust,0.461
사기,disgust,0.461
흉터,disgust,0.461
찌르기,disgust,0.461
모욕,disgust,0.461
약탈,disgust,0.461
무모,disgust,0.461
오명,disgust,0.453
얕보다,disgust,0.453
상상할 수 없는,disgust,0.453
솔직하지 못한,disgust,0.453
독,disgust,0.453
부정한,disgust,0.453
진딧물,disgust,0.453
제거,disgust,0.453
똥개,disgust,0.453
이기적인,disgust,0.453
피하다,disgust,0.453
무서운,disgust,0.453
분개,disgust,0.453
반감,disgust,0.453
소외시키다,disgust,0.453
모기,disgust,0.445
말뚝,disgust,0.445
경건한,disgust,0.445
거짓말하다,disgust,0.445
아편,disgust,0.445
냄새,disgust,0.445
부정,disgust,0.445
카리에스,disgust,0.445
절망,disgust,0.445
고집 불통,disgust,0.445
이기적인,disgust,0.445
지나간,disgust,0.445
텅빈,disgust,0.445
파산,disgust,0.445
화려하다,disgust,0.445
불쾌한,disgust,0.438
부끄러운,disgust,0.438
비열한,disgust,0.438
어려운,disgust,0.438
비명,disgust,0.438
가망 없음,disgust,0.438
노숙자,disgust,0.438
피하다,disgust,0.438
동거인,disgust,0.438
외계인,disgust,0.438
돼지,disgust,0.438
혐오,disgust,0.438
이상,disgust,0.438
저주,disgust,0.43
탐탁지 않은,disgust,0.43
고발하다,disgust,0.43
마녀,disgust,0.43
생물,disgust,0.43
튼튼한,disgust,0.43
불법적인,disgust,0.43
부스러기,disgust,0.43
굳어진,disgust,0.43
환류,disgust,0.43
불리한,disgust,0.43
뻔뻔한,disgust,0.43
분리파,disgust,0.43
속임수,disgust,0.43
거짓,disgust,0.43
물리다,disgust,0.43
도전,disgust,0.43
쉽게 믿지 않는,disgust,0.43
저주,disgust,0.43
화려한,disgust,0.422
사회주의자,disgust,0.422
불신,disgust,0.422
유아 같은,disgust,0.422
낭비,disgust,0.422
털이 많은,disgust,0.422
니코틴,disgust,0.422
비난,disgust,0.422
무너지다,disgust,0.422
어수선한,disgust,0.422
사나운,disgust,0.422
암모니아,disgust,0.422
부주의,disgust,0.422
더러운,disgust,0.422
논쟁적인,disgust,0.422
부랑자,disgust,0.422
모욕,disgust,0.422
공격하다,disgust,0.422
흐림,disgust,0.422
바보,disgust,0.422
나쁜 상태,disgust,0.422
체납,disgust,0.422
군단,disgust,0.422
비대,disgust,0.422
분출,disgust,0.422
맛없는,disgust,0.422
소,disgust,0.422
윤활유,disgust,0.422
소송을 제기하는,disgust,0.414
부정직,disgust,0.414
무성의,disgust,0.414
불리한,disgust,0.414
변위,disgust,0.414
불법,disgust,0.414
시큼한,disgust,0.414
사회주의,disgust,0.414
좇지 않다,disgust,0.414
군침,disgust,0.414
흡혈귀,disgust,0.414
무시,disgust,0.414
어두운,disgust,0.414
무식한,disgust,0.406
불만,disgust,0.406
불연속,disgust,0.406
싫어함,disgust,0.406
불법,disgust,0.406
악행,disgust,0.406
좀도둑,disgust,0.406
상습적 범행,disgust,0.406
추방자,disgust,0.406
가짜,disgust,0.406
불쾌,disgust,0.406
격퇴하다,disgust,0.406
위조하다,disgust,0.406
일한 보람 없는,disgust,0.406
불친절한,disgust,0.406
위조품,disgust,0.406
기소,disgust,0.406
비애,disgust,0.398
싫어하다,disgust,0.398
아비,disgust,0.398
악화,disgust,0.398
소수,disgust,0.398
부자연스러운,disgust,0.398
암페타민,disgust,0.398
무의미한,disgust,0.398
엄밀,disgust,0.398
전복,disgust,0.398
실패,disgust,0.398
핥다,disgust,0.398
제멋대로,disgust,0.398
비참하게,disgust,0.398
적은,disgust,0.398
눌러 터뜨리는,disgust,0.398
경멸감,disgust,0.398
모욕,disgust,0.393
혐오,disgust,0.391
싫음,disgust,0.391
처벌,disgust,0.391
동물,disgust,0.391
손상,disgust,0.391
투석기,disgust,0.391
불평,disgust,0.391
통,disgust,0.391
익살스러운,disgust,0.391
반사회적인,disgust,0.391
굳어진,disgust,0.391
처벌,disgust,0.391
나쁜,disgust,0.391
내쫓다,disgust,0.391
거친,disgust,0.383
비탄,disgust,0.383
읽고 쓸 줄 모르는,disgust,0.383
이혼,disgust,0.383
풍부한,disgust,0.383
표절,disgust,0.383
축출,disgust,0.383
오크,disgust,0.383
어긋나게 하다,disgust,0.383
초라한,disgust,0.383
주제넘은,disgust,0.383
아나콘다,disgust,0.383
불화,disgust,0.383
죄,disgust,0.383
도망자,disgust,0.383
비합리적인,disgust,0.383
가산기,disgust,0.383
지나친,disgust,0.383
희생,disgust,0.383
위선적인,disgust,0.383
충격,disgust,0.375
이질성,disgust,0.375
비웃다,disgust,0.375
상태,disgust,0.375
짜증나게 하는 것,disgust,0.375
가치 없는,disgust,0.375
비행,disgust,0.375
결함 있는,disgust,0.375
탓하다,disgust,0.375
우울한,disgust,0.375
탈구,disgust,0.375
화나게 하는,disgust,0.375
공연히,disgust,0.367
두꺼비,disgust,0.367
무력한,disgust,0.367
강요하다,disgust,0.367
몸서리,disgust,0.367
벗겨진,disgust,0.367
취소,disgust,0.367
윔피,disgust,0.367
건강에 해로운,disgust,0.367
제외,disgust,0.367
환멸,disgust,0.367
떠들썩한,disgust,0.367
해로운,disgust,0.367
사기,disgust,0.367
겁쟁이,disgust,0.367
치사한 사람,disgust,0.367
함정,disgust,0.367
끽소리 못 하게 함,disgust,0.367
버려진,disgust,0.359
젠장,disgust,0.359
호환되지 않는,disgust,0.359
처분하다,disgust,0.359
괴벽,disgust,0.359
반항,disgust,0.359
부적당,disgust,0.359
벌레,disgust,0.359
불순종,disgust,0.359
서투른,disgust,0.352
소송하다,disgust,0.352
해임,disgust,0.352
절단,disgust,0.352
반대,disgust,0.352
불쾌한,disgust,0.352
검열,disgust,0.352
말도 안 되는,disgust,0.352
퇴비,disgust,0.352
좌절,disgust,0.352
버릇 없음,disgust,0.352
변호사,disgust,0.352
밀어 넣는,disgust,0.352
육체,disgust,0.352
불확실한,disgust,0.352
오비,disgust,0.352
주춤하다,disgust,0.352
사나운,disgust,0.352
나쁜,disgust,0.352
얕보다,disgust,0.344
안된다고 하다,disgust,0.344
눈물 어린,disgust,0.344
투덜거리다,disgust,0.336
변하기 쉬운,disgust,0.336
짜증나게 하다,disgust,0.336
긴급,disgust,0.336
가슴 아픈,disgust,0.336
소송,disgust,0.336
변색,disgust,0.336
울퉁불퉁한,disgust,0.336
어리석은,disgust,0.336
큰 실수,disgust,0.336
불만,disgust,0.336
말다툼,disgust,0.336
인정 없는,disgust,0.336
싫어,disgust,0.336
싫증,disgust,0.336
불신,disgust,0.336
불허,disgust,0.336
불안정,disgust,0.328
공수병,disgust,0.328
우는 소리,disgust,0.328
억제하다,disgust,0.328
제외된,disgust,0.328
도발,disgust,0.328
불만,disgust,0.328
다루기 힘든,disgust,0.328
교활한,disgust,0.328
격분,disgust,0.328
불협화음,disgust,0.328
불만족스러운,disgust,0.328
실망한,disgust,0.328
유물론자,disgust,0.328
오해의 소지가 있는,disgust,0.321
재난,disgust,0.32
그을음,disgust,0.32
협잡,disgust,0.32
버리다,disgust,0.32
성가심,disgust,0.32
비승인,disgust,0.32
해,disgust,0.32
치욕,disgust,0.32
갇힌,disgust,0.32
같지 않은,disgust,0.32
누더기,disgust,0.32
신음 소리,disgust,0.32
토양,disgust,0.312
부적절한,disgust,0.312
흠잡다,disgust,0.312
거절하다,disgust,0.312
유신론,disgust,0.312
감가상각,disgust,0.312
사려깊지 않은,disgust,0.312
비싼,disgust,0.312
위,disgust,0.312
버크,disgust,0.312
재채기,disgust,0.312
담즙,disgust,0.305
쾅,disgust,0.305
허용되지 않는,disgust,0.305
해로운,disgust,0.305
책임질 수 없는,disgust,0.305
상이,disgust,0.305
숨어있는,disgust,0.305
싫어,disgust,0.305
오두막집,disgust,0.305
성격이 나쁜,disgust,0.305
비좁고 갑갑한 곳,disgust,0.304
실망,disgust,0.297
꾸짖다,disgust,0.297
지연,disgust,0.297
회의,disgust,0.297
으르렁,disgust,0.297
뒤로,disgust,0.297
쓰림,disgust,0.297
무시,disgust,0.297
도적,disgust,0.297
외로운,disgust,0.297
평판,disgust,0.289
교리 문답,disgust,0.289
실패,disgust,0.289
악명 높은,disgust,0.289
관리인,disgust,0.289
쐐기풀,disgust,0.289
가득한,disgust,0.281
금지,disgust,0.281
바보,disgust,0.281
질겁,disgust,0.281
단념하다,disgust,0.281
불공정,disgust,0.281
여파,disgust,0.281
면하다,disgust,0.281
법정,disgust,0.273
변색,disgust,0.273
승강이,disgust,0.273
불안한,disgust,0.273
성냄,disgust,0.273
기이한,disgust,0.266
무례한,disgust,0.266
통음,disgust,0.266
기다,disgust,0.266
불만족,disgust,0.266
비효율,disgust,0.266
굉장한,disgust,0.266
관료,disgust,0.266
적절한,disgust,0.266
추위,disgust,0.266
거친,disgust,0.258
문어,disgust,0.258
억울함,disgust,0.258
손수레,disgust,0.258
카피캣,disgust,0.258
...을 넣다,disgust,0.258
악당,disgust,0.258
풍자,disgust,0.258
본능적인,disgust,0.258
오인,disgust,0.25
꺼림칙한,disgust,0.25
남자,disgust,0.25
폐선,disgust,0.25
비비,disgust,0.25
상하이,disgust,0.25
부항,disgust,0.25
잃다,disgust,0.25
사기꾼,disgust,0.242
빠뜨리는,disgust,0.242
그럴 필요 없는,disgust,0.242
북북 문질러 닦기,disgust,0.242
상대,disgust,0.242
관세,disgust,0.242
수상한,disgust,0.234
길게 하다,disgust,0.234
질색,disgust,0.234
보온재,disgust,0.234
그릇된 진술,disgust,0.234
사직하다,disgust,0.234
불길한,disgust,0.234
후진성,disgust,0.234
효과적인,disgust,0.227
실격,disgust,0.227
보조금,disgust,0.227
반전,disgust,0.227
기본,disgust,0.227
까다로운,disgust,0.227
인기 없는,disgust,0.227
석유,disgust,0.219
극심한,disgust,0.219
피하다,disgust,0.219
인상을 찌푸리다,disgust,0.219
무게,disgust,0.219
여자,disgust,0.219
당나귀,disgust,0.211
실행 가능한,disgust,0.211
황갈색,disgust,0.211
불행한,disgust,0.211
멋쟁이,disgust,0.203
자작나무,disgust,0.203
작은 얼룩,disgust,0.203
후드,disgust,0.203
빚진,disgust,0.203
사막,disgust,0.203
무관심,disgust,0.203
어색함,disgust,0.203
날뛰다,disgust,0.203
금언,disgust,0.203
불편한,disgust,0.203
멀리서 짖는 소리,disgust,0.195
손짓,disgust,0.195
